,매체명,헤드라인,내용요약,뉴스url
255,연합뉴스,불법 보조금 조사거부 이통사에 5천만원 과태료 확정,"건강기능식품인 인삼에 대한 안전관리를 강화하고, 날로 치열해지는 국제 인삼시장에서 우리나라 인삼의 경쟁력을 높이고자 현행 자율사항인 인삼 경작신고를 의무화하는 '인삼산업법 일부 개정안'도 심의·의결된다....",http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20170828171400001&did=1195m
256,약업신문,"서울식약청, '식·의약 시험분석 연구회' 개최",이번 행사는 건강기능식품 공전시험법 개정사항 및 최신 연구동향에 대한 교육을 통해 시험·검사기관 및 자가품질검사기관 등의 품질관리 역량을 강화하고 정보교류를 활성화하기 위해 마련됐다. 주요 내용은...,http://www.yakup.com/news/index.html?mode=view&cat=11&nid=209173
257,조선비즈,반려동물 1000만 시대...홍삼 한우까지 ‘고급 펫푸드’ 경쟁,나잇대?기능별로 사료 세분화 29일 관련 업계에 따르면 동국제약은 최근 유통업체 이마트와 손잡고 사람이 먹는 건강 기능 식품에 사용하는 원료인 휴먼그레이드를 기반으로 한 반려견 전용 건강식품 ‘몰리스...,http://biz.chosun.com/site/data/html_dir/2017/08/28/2017082802312.html
258,약사공론,키 큰다며 '약국' 걸어놓았는데…알고보니 '곡류가공품'?,문제는 후기 속 등장하는 제품이 의약품이나 건강기능식품이 아닌 일반 식품으로 허가를 받았다는 데 있다. 실제 홈페이지에 접속해보면 실제 해당 제품은 곡류가공품으로 분류를 받았다. 한달치 제품 세 박스의 가격은...,http://www.kpanews.co.kr/article/show.asp?idx=186612&table=article&category=D
259,헤럴드경제,"불법 보조금 조사거부 이통사, 즉시 과태료 5000만원 부과","건강기능식품인 인삼에 대한 안전관리를 강화하고, 날로 치열해지는 국제 인삼시장에서 우리나라 인삼의 경쟁력을 높이기 위한 현행 자율사항인 인삼 경작신고를 의무화하는 ‘인삼산업법 일부 개정안’도 심의...",http://news.heraldcorp.com/view.php?ud=20170829000010
260,메디컬투데이,‘생리대 유해성 공포’ 일자 해외직구 눈 돌리는 소비자들,해외배송대행서비스 몰테일에 따르면 제휴사이트인 건강식품 전문쇼핑몰 비타트라의 18일~24일 일주일간 생리용품 해외직구 건수는 전주(8월11일~17일) 대비 6.6배 증가했다. 이 가운데 의약외품으로 분류돼 현재...,http://www.mdtoday.co.kr/mdtoday/index.html?no=294254
261,이투데이,[BioS] ‘전문약-일반약 양극화 심화’..생산실적 격차 10조 돌파,"업계 한 관계자는 “의약분업 이후 환자들의 병의원 내원일수 증가, 일반약 비급여 확대 등의 영향으로 처방의약품 시장이 확대됐다""면서 ”건강기능식품의 수요 증가도 일반약 시장 침체에 영향을 미친...",http://www.etoday.co.kr/news/section/newsview.php?idxno=1532506
262,영남일보,"쉬어도 쉬어도 파김치 되는 당신, 다 이유가 있다",각종 비타민제와 피로 회복제 등 건강기능식품의 효과에 대한 근거는 거의 없으나 사용해서 좋다는 느낌을 받은 경험이 있으면 사용해볼 수 있으며 당뇨나 고혈압이 없고 부작용 등 특별히 문제가 없다면 인삼이나 홍삼을...,http://www.yeongnam.com/mnews/newsview.do?mode=newsView&newskey=20170829.010190737240001
263,의학신문,"서울식약청, '제3차 식·의약 시험분석 연구회' 연다",이번 행사는 건강기능식품 공전시험법 개정사항 및 최신 연구동향에 대한 교육을 통해 시험·검사기관 및 자가품질검사기관 등의 품질관리 역량을 강화하고 정보교류를 활성화하기 위해 마련됐다. 주요 내용은...,http://www.bosa.co.kr/news/articleView.html?idxno=2067494
264,한국대학신문,"대구과학대학, 경북 공무원 요리실습 교육","이번?교육의?주제를?'식품과?건강'으로?정하고,?△알리오?올리오,?쉬림프?앤?찹스테이크?△치즈를?곁들인?칼라토마토?프렌치드레싱?샐러드?△호두크림치즈?베이글?△치킨랩?샌드위치?△무알콜?레몬...",http://news.unn.net/news/articleView.html?idxno=178591
265,헬스조선,"100세 시대의 적, 노안(老眼) 해결책은?","웰빙 열풍이 불면서 식생활의 질이 좋아졌고, 각종 영양제와 건강식품이 끊임없이 출시되고 있다. TV와 인터넷을 통해 각종 건강정보를 쉽게 얻을 수 있기도 하다. 의술의 발전도 빼놓을 수 없다. 이러한 노력들이 모여...",http://health.chosun.com/site/data/html_dir/2017/08/28/2017082802523.html
266,헤럴드경제,"[바이오 강국의 꿈, 우리가 주역 ⑩]유행준 아미코젠 사장 “독성 걱정 없는 효소 기술로 친환경 바이오의약품 만들죠”","아미코젠은 4년 전 바이오신소재를 활용한 건강기능식품, 화장품, 유산균 등을 제조하는 ‘케이뉴트라’ 브랜드를 론칭했다. B2B에 머물지 않고 B2C 영역으로 진출한 것이다. 유 사장은 “우리가 가진 좋은 기술이 글로벌...",http://news.heraldcorp.com/view.php?ud=20170829000195
267,글로벌경제,"배우 안정훈, 이엘메디텍 진행 '행복한 미소, 스마일 캠페인' 홍보대사로 발탁",기능성 건강 치약 7종과 함께 ‘투스화이트닝’ 치아 미백키트 및 치아건강기능식품 ‘28탁’도 함께 출시한 이엘메디텍은 정제형과 과립형 두 가지로 출시된 28탁이 치주질환을 억제하는 유산균과 독소를 해독하는...,http://www.getnews.co.kr/view.php?ud=20170829093309422154b3c2d373_16
268,비즈트리뷴,"동명대, ‘ 중국유학생 연계 중소기업 해외마케팅 지원사업’ 개최","(화장품 건강식품, 해운대구 송정광어골로) △(주)헬시코(한방비누, 동래구 충렬대로) 등이다. 신동석 단장은 “이번 사업은 사드 여파로 어려움을 겪고 있는 부산지역의 중소기업이 중국시장 활로를 모색하기 위한...",http://biztribune.co.kr/n_news/news/view.php?no=24552
269,파이낸셜뉴스,"NS홈쇼핑, 9회 연속 매진된 ‘빅마마 이혜정의 맛있는 김치’ 오늘 10회 방송","NS홈쇼핑 건강식품팀 하상욱 MD는 ""9회 방송 동안 5만 7000세트, 627톤의 김치를 판매했다""며 ""안정적인 가격으로 우리 농산물로 만든 김치를 판매하기 위해 계약재배된 국내산 재료를 마련해 어렵게 김치 방송을...",http://www.fnnews.com/news/201708290851450564
270,KNS뉴스통신,"쿠크다스아이스크림으로 SNS 화제 된 카페창업 브랜드 '슈퍼오아시스', 왕십리역 비트플렉스 오픈","실제?슈퍼오아시스의?메뉴에는?건강식품?히트원료인?깔라만시를?활용한?깔라만시?에이드,?깔라만시?정글주스,?깔라만시?티?등?메뉴?수만?해도?여럿인데?깔라만시?외에?렌틸콩과?같은?기타?슈퍼곡물들을...",http://www.kns.tv/news/articleView.html?idxno=346713
271,브릿지경제,"NS홈쇼핑, 29일 '빅마마 이혜정의 맛있는 김치' 판매","한편, NS홈쇼핑은 매주 화요일 저녁 식품전문 특화 프로그램 ‘빅쇼’를 통해 ‘빅마마’ 이혜정 요리연구가와 함께 건강하고 맛있는 식품을 소개하고 있다. 김보라 기자 bora6693@viva100.com",http://www.viva100.com/main/view.php?key=20170829010010474
272,뉴스1,‘귀하다 귀해’ 건강에 좋은 자연 식품 4가지,"송이버섯 송이버섯은 식감과 향이 뛰어난 가을철 대표 식품. 모든 버섯이 건강에 유익하지만 특히 송이버섯에는 비타민 B 군(B1, B2, B6, 나이아신, 엽산) 등과 함께 아미노산이 다양하고 풍부하게 함유되어 있어 신체 내...",http://news1.kr/articles/?3086070
273,서울경제,"고려한백 건강식품 브랜드 웰베라, ‘데일리 퓨어허브 화이버’ 선보여",[서울경제] ㈜고려한백의 건강식품 전문브랜드 웰베라(welbera)가 ‘데일리 퓨어허브 화이버(Daily Pure Herb Fiber)를 출시했다고 밝혔다. 1일 2회 간편하게 하루에 필요한 식이섬유를 섭취할 수 있는 ‘데일리 퓨어허브...,http://www.sedaily.com/NewsView/1OJXU1U47X
274,아시아뉴스통신,"인기 배우 안정훈, 이엘메디텍의 ‘행복한 미소, 스마일 캠페인’ 홍보대사로 발탁!",(주)이엘메디텍은 기능성 건강 치약 7종과 함께 ‘투스화이트닝’ 치아 미백키트 및 치아건강기능식품 ‘28탁’도 함께 출시했다. 정제형과 과립형 두 가지로 출시된 28탁은 치주질환을 억제하는 유산균과 독소를 해독하는...,http://www.anewsa.com/detail.php?number=1212329&thread=07r05
275,이코노믹리뷰,탄수화물-당 확 줄인 ‘건강한 빵’,웰베이커는 비만 등 성인병 예방을 위한 당질 제한식 확산 분위기에 맞춰 식품 선택에 있어 건강을 먼저 생각하는 소비자 트렌드가 반영됐다. 롯데제과 관계자는 “웰베이커는 최근의 식품 소비 트렌드를 반영해...,http://www.econovill.com/news/articleView.html?idxno=321580
276,세종포스트,"이별하고 싶은 복부비만, 뱃살 빼는 다이어트 방법","앤뷰티?다이어트?관계자는?""삼성제약?앤뷰티?다이어트?프로그램은?체지방?감소에?도움을?주면서?피부건강까지?생각하는?건강기능성?식품""이라며?""다이어트와?건강?둘?다?챙기고?싶지만?너무나도?바쁜...",http://www.sjpost.co.kr/news/articleView.html?idxno=19626
277,뉴시스,"[대구소식]수성구, 황금종합사회복지관 무료급식소 건립 등","이번 캠페인에서는 주민 건강수칙, 식품위생 안전수칙, 다중이용시설 안전수칙 등 실생활에 유용한 정보를 소개하고 홍보물을 배부했다. june@newsis.com ▶ 뉴시스 SNS [페이스북] [트위터]",http://www.newsis.com/view/?id=NISX20170829_0000079994&cID=10810&pID=10800
278,파이낸셜뉴스,"[文 정부 첫 예산] 농식품부, 내년 예산 14조4940억..먹거리 안전관리 강화","농림축산식품부가 쌀값 회복, 가축질병 예방, 식품안전 등 건강하고 안전한 먹거리 공급체계 구축과 농업인 소득안정을 위해 예산을 투입한다. 농식품부는 29일 내년 농식품부 소관 예산 및 기금의 총지출 규모를...",http://www.fnnews.com/news/201708291032298991
279,올치올치,"이마트, 동국제약 콜라보 브랜드 ‘몰리스 케어’ 출사표","몰리스케어는 실제 건강기능식품에 사용되는 휴먼그레이드 원료를 활용해 잇몸, 관절, 면역, 눈, 피부 건강 등 기능 별로 나누어 출시한 것이 특징이다. 예를 들어, '조인트 에이드(joint aid)'의 경우 '초록잎홍합분말...",https://www.olchiolchi.com/%ec%9d%b4%eb%a7%88%ed%8a%b8-%eb%8f%99%ea%b5%ad%ec%a0%9c%ec%95%bd-%ec%bd%9c%eb%9d%bc%eb%b3%b4-%eb%b8%8c%eb%9e%9c%eb%93%9c-%eb%aa%b0%eb%a6%ac%ec%8a%a4-%ec%bc%80%ec%96%b4-%ec%b6%9c/
280,위키트리,"""매 끼니 김치 먹으면 아토피 위험 줄어든다""","대한영양사협회와 한국식품건강소통학회는 ""김치 유산균이 장 내 염증은 물론 암의 발전·전이 과정을 억제시키며, 양념 재료인 마늘과 생강에 풍부한 염증 억제 성분이 가공육과 적색육의 발암 성분의 독성을...",http://www.wikitree.co.kr/main/news_view.php?id=312157
281,노컷뉴스,'중남미 여행' 가서 무엇을 쇼핑할까,"△ 아사이베리 아사이베리는 브라질의 북부 아마존 열대 우림에서 자라는 야자수 열매로 항산화 성분이 많아 우리나라에도 잘 알려진 건강식품이다. 시력보호, 안티에이징, 피부에도 좋다고 알려져 선물용으로도...",http://www.nocutnews.co.kr/news/4838000
282,머니S,"""야쿠르트 아줌마, 구미젤리 주세요""",아연은 식품의약품안전처로부터 건강기능식품 고시형으로 인정받은 원료로 정상적인 면역기능과 성장에 도움을 준다. 여기에 야쿠르트의 특허 유산균(락토바실러스 카제이)과 필수 비타민 12종이 들어있어 균형 잡힌...,http://www.moneyweek.co.kr/news/mwView.php?type=1&no=2017082910378043531&outlink=1
283,연합뉴스,이총리 주재 국무회의서 2018년도 예산안 확정(종합),"정부는 건강기능식품인 인삼에 대한 안전관리를 강화하고, 날로 치열해지는 국제 인삼시장에서 우리나라 인삼의 경쟁력을 높이고자 현행 자율사항인 인삼 경작신고를 의무화하는 '인삼산업법 일부 개정안'도...",http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20170828171452001&did=1195m
284,국제뉴스,"대구시 수성구, 안전점검의 날 캠페인 실시","회원과 함께 제257차 안전점검의 날 캠페인을 실시했다. 이날 캠페인은 계속되는 무더위에 주민 건강수칙, 식품위생 안전수칙, 다중이용시설 안전수칙 등 실생활에 유용한 정보를 소개하고 홍보물을 배부했다.",http://www.gukjenews.com/news/articleView.html?idxno=773052
285,스포츠조선,"NS홈쇼핑, '빅마마 이혜정의 맛있는 김치' 판매","감칠 맛나는 다시마 육수를 이용해 만든 김칫소를 아낌없이 넣어 풍성하게 만든 '빅마마 이혜정의 맛있는 김치'는 여름내 더위에 지쳐 잃었던 입맛도 돌아오게 해준다 NS홈쇼핑 건강식품팀 하상욱 MD는 ""안정적인...",http://sports.chosun.com/news/ntype.htm?id=201708300100255970018935&servicedate=20170829
286,리얼푸드,[리얼푸드]유럽 즉석조리식품 트렌드는 '건강ㆍ이국적 레시피',"aT관계자는 ""유럽의 즉석조리식품 시장은 건강, 웰빙에 맞는 건강한 레시피, 이국적인 메뉴가 인기를 끌고 있기 때문에 건강한 한식의 이미지를 강조한다면 추후 소스류나 원재료 등의 수출확대에 긍정적인 영향을...",http://www.realfoods.co.kr/view.php?ud=20170829000423
287,비즈트리뷴,"[CEO 터치] 유유제약 유승필 회장, '제약 경영 선진화'로 세계화 성과","유 회장은 유유제약을 국민 건강과 삶의 질을 향상 시키기 위한 신약과 의약품 및 건강식품 개발과 보급, 건강서비스 제공과 선진 경영 합리화를 통해 70년이 넘는 장수 제약기업으로서 또다른 새역사를 쓰기 위해...",http://biztribune.co.kr/n_news/news/view.php?no=24580
288,뉴시스,"NS홈쇼핑, '빅마마 이혜정의 맛있는 김치' 29일 판매",감칠 맛나는 다시마 육수를 이용해 만든 김칫소를 아낌없이 넣어 풍성하게 만든 ‘빅마마 이혜정의 맛있는 김치’는 여름내 더위에 지쳐 잃었던 입맛도 돌아오게 해준다 NS홈쇼핑 건강식품팀 하상욱 MD는...,http://www.newsis.com/view/?id=NISX20170829_0000080150&cID=13001&pID=13000
289,메트로신문,늦더위에 우리 아이 건강 지키는 노하우는?,특히 어린이들에게는 면역기능 향상과 건강한 발육 등을 위해 충분한 운동과 함께 비타민제를 비롯한 건강기능식품을 섭취할 것을 권장한다. 비타민과 미네랄은 성인뿐 아니라 성장기 어린이들에게 필수적인...,http://www.metroseoul.co.kr/news/newsview?newscd=2017082900013
290,리얼푸드,"[리얼푸드]식물성 단백질 시대, 우유 대체 음료는?",전 세계 식품업계의 ‘건강’ 트렌드의 선두에 선 식품들이다. 1. 아몬드 우유? 이제는 익숙해진 아몬드 우유는 ‘견과류 우유’의 선두주자로 아몬드의 건강한 영양성분은 고스란히 들어있어 인기가 좋은 제품이다....,http://www.realfoods.co.kr/view.php?ud=20170829000509
291,뉴스페이퍼,"극단 '리듬앤 씨어터'의 연극 ""집나간 아빠"" 해오름 소극장에서 9월1일부터 한달간 공연","상철은 빨리 돈을 버는 길만이 딸을 되찾을 수 있다는 생각에 검증되지 않은 엉터리 건강보조식품을 팔아 하루하루 근근이 살아간다. 그러던 어느 날, 그가 살고 있는 쪽방촌에 노모와 함께 사는 평범한 가정주부를...",http://www.news-paper.co.kr/news/articleView.html?idxno=16793
292,NSP통신,"수성구, 안전점검의 날 캠페인 실시","이날 캠페인은 계속되는 무더위에 주민 건강수칙, 식품위생 안전수칙, 다중이용시설 안전수칙 등 실생활에 유용한 정보를 소개하고 홍보물을 배부했다. NSP통신/NSP TV 김을규 기자, ek8386@nspna.com 저작권자...",http://www.nspna.com/news/?mode=view&newsid=238339
293,머니S,"NS홈쇼핑 ""'빅마마 이혜정의 맛있는 김치' 오늘 사세요""","하상욱 NS홈쇼핑 건강식품팀 MD는 ""안정적인 가격으로 우리 농산물로 만든 김치를 판매하기 위해 계약재배된 국내산 재료를 마련해 어렵게 김치 방송을 이어가고 있다""며 ""소비자들이 '우리 농산물 100%'라는 가치와...",http://www.moneyweek.co.kr/news/mwView.php?type=1&no=2017082911558097353&outlink=1
294,약사공론,"""어린이용 건기식 천연원료 유도 등 별도 규제 국가 없어""","최근 국회 상임위에 상정된 어린이용 건강기능식품의 화학적 합성원료를 천연원료로 대체 등의 건기식개정안에 대해, 이를 별도로 규제하는 국가는 없다는 의견이 나와 주목된다. 국회 보건복지위원회 전문위원실은...",http://www.kpanews.co.kr/article/show.asp?idx=186623&table=article&category=C
295,약사공론,베이직은 끝났다 약사라면 이 강의…'융합영양케어 인센티브',"건강기능식품 수출입 전문기업인 케이세라퓨틱스가 이번에는 '자연, 인체, 맞춤, 예방의 융합 영양케어'를 주제로 '팜 뉴트리션 인센티브 코스Ⅰ(Pharm Nutrition Insentive CourseⅠ)'으로 대한약사회관에서 매주 약사들과...",http://www.kpanews.co.kr/article/show.asp?idx=186598&table=article&category=B
296,중도일보,"우유, 매 끼니 마시면 건강에 이로워","한편 이러한 내용에 대해 우유자조금관리위원회는 “우유가 영양이 풍부한 식품이고 건강에 좋다는 건 누구나 알고 있을 것이다. 하지만 무엇보다 꾸준히 섭취하는 것이 가장 중요하다. 하루 우유 두 잔, 꾸준한 섭취로...",http://www.joongdo.co.kr/jsp/article/article_view.jsp?pq=201708291909
297,베타뉴스,매 끼니 우유를 마시면 좋은 다섯 가지 이유,"이에 대해 우유자조금관리위원회는 “우유가 영양이 풍부한 식품이고 건강에 좋다는 건 누구나 알고 있는 사실”이라며 “하지만 무엇보다 꾸준히 섭취하는 것이 가장 중요하다. 하루 우유 두 잔, 꾸준한 섭취로 내...",http://www.betanews.net:8080/article/732808.html
298,부산일보,"동명대-동아대-부경대, 중국유학생 연계 중소기업 중국 수출지원사업 협력시행","(화장품 건강식품, 해운대구 송정광어골로) ▲(주)헬시코(한방비누, 동래구 충렬대로) 등이다. 동명대의 참여학생은 이수연(광고홍보학과3) 최주현(국제물류학과4) 조현욱(게임공학과4) 남지우(국제통상학과3) 박주언...",http://news20.busan.com/controller/newsController.jsp?newsId=20170829000074
299,시사오늘,"NS홈쇼핑, 29일 '빅마마 이혜정의 맛있는 김치' 판매",한편 NS홈쇼핑은 매주 화요일 저녁 6시 30분 NS홈쇼핑의 식품전문 특화 프로그램 '빅쇼'를 통해 '빅마마' 이혜정 요리연구가와 함께 건강하고 맛있는 식품을 소개하고 있다.,http://www.sisaon.co.kr/news/articleView.html?idxno=61966
300,Queen,"건강식품 인기 1위 '양배추즙', 이유는 '효능' 덕분","양배추즙은 주요 포털사이트에서 수개월간 건강식품 검색순위 1위를 차지할 정도로 인기 있는 식품이다. 이러한 인기는 남녀노소 모두에게 좋은 양배추의 효능 덕분이다. 양배추에는 설포라판, 식이섬유, 비타민U...",http://www.queen.co.kr/news/articleView.html?idxno=210179
301,동아일보,매 끼니 우유를 마셔야 하는 다섯가지 이유,"한편 우유자조금관리위원회는 “우유가 영양이 풍부한 식품이고 건강에 좋다는 건 누구나 알고 있을 것이다. 하지만 무엇보다 꾸준히 섭취하는 것이 가장 중요하다”면서 “하루 우유 두 잔, 꾸준한 섭취로 내 몸을...",http://bizn.donga.com/3/all/20170829/86061020/2
302,아시아경제,"[면세의 재발견]①기내 면세, 공항 면세점과 비교하면?","이어 주류(28.3%), 건강보조식품(9.9%), 패션(6.9%), 초콜릿 및 제과(4.3%), 향수(4%) 순이었다. 롯데면세점. 사진=아시아경제DB 기내 면세냐, 공항 면세냐 …품목별 가격 차이 얼마나? 국내 한 유명 항공사의 기내 면세품 가격과...",http://www.asiae.co.kr/news/view.htm?idxno=2017082913380371405
303,한국경제TV,"아이와 부모가 행복한 공공형어린이집, 광양 '파랑새어린이집'","둘째는 영유아기의 가장 중요한 성장발달을 위해 인스턴트 식품을 배제한 건강한 먹거리를 제공하며, 아이들이 편식하지 않고 골고루 영양소를 섭취할 수 있도록 노력하고 있다. 무항상제 유정란과 우리밀 등 친환경...",http://www.wowtv.co.kr/newscenter/news/view.asp?bcode=T30001000&artid=A201708290230
304,디지털타임스,마늘 발효하니 효능 두 배…‘흑마늘’로 건강 챙기세요,"건강식품계의 베스트셀러 흑마늘은 떠올리기만 해도 힘이 불끈 솟아오를 것만 같다. 이는 흑마늘이 원기 회복과 정력 강화에 특효라고 알려져 있기 때문인데, 흑마늘은 정력 증진 외에도 다양한 효능을 갖추고 있다....",http://www.dt.co.kr/contents.html?article_no=2017082902109923811018&ref=naver
305,연합뉴스,"순창 고추장 활용 떡볶이 소스, 베트남 진출","순창에서 생산된 토마토 고추장[순창군제공=연합뉴스] 29일 순창군에 따르면 건강식품 가공업체인 농업회사법인 황금나무㈜가 베트남에 떡볶이 소스 1년분 70t, 향후 5년간 500t을 수출키로 했다. 수출되는 떡볶이 소스는...",http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20170829123000055&did=1195m
306,약사공론,"서울지부, 내달 6일 노인약료 전문가과정 2기 개강","심화과정은 노인환자의 복합질환 사례를 중심으로 복약상담법, Lab 데이터 해석, 영양, 일반약, 한방제제, 건강기능식품 등 임상약학 뿐만 아니라 노인상담 사례 연구와 토론이 이뤄진다. 수강자에게는 총 48주 수업의...",http://www.kpanews.co.kr/article/show.asp?idx=186635&table=article&category=A
307,KNS뉴스통신,"길어진 추석 황금연휴, 새로운 명절 선물 트랜드는?","한우,?굴비?등?전통적으로?값비싼?명절?선물들?외에도?간단하게?섭취?가능한?건강식품까지?품목이?다양해?지고?있다.?과거?인기?상품들은?명절에?가족과?함께?소비되는?식품류가?많았다.?하지만...",http://www.kns.tv/news/articleView.html?idxno=346921
308,아시아경제,국내 생리대 기피하기 시작한 소비자들…해외직구는 안전할까?,지난 25일 해외 배송대행업체 몰테일에 따르면 건강식품 전문쇼핑몰 ‘비타트라’의 생리용품 해외직구 건수를 집계한 결과 최근 일주일(18~24일)간 주문 물량이 전주(11~17일) 대비 6.6배나 늘었다. 하지만 해외 제품...,http://www.asiae.co.kr/news/view.htm?idxno=2017082816433877193
309,뉴시스,"이엘메디텍 “치약 10개 판매하면, 1개 기부합니다""","이엘메디텍은 지난 8월 무의탁 노인과 노숙자들을 위한 무료병원시설인 다일천사병원에 '치아건강식품인 28탁(과립형), 28탁T(정제형)’ 100세트(600만원상당)를 후원하며, 다일공동체를 찾는 어르신들의 치가건강에...",http://www.newsis.com/view/?id=NISX20170829_0000080395&cID=13001&pID=13000
310,뉴시스,[순창소식] 순창 토마토고추장 소스 베트남 진출 등,순창군은 건강식품 가공업체인 ‘황금나무’가 지난 25일 베트남 호찌민에서 '굿웰 떡볶이 소스'를 5년 간 500t 수출하는 계약을 성사시켰다고 29일 밝혔다. 이번에 수출하는 '굿웰 떡볶이 소스'는 순창...,http://www.newsis.com/view/?id=NISX20170829_0000080393&cID=10808&pID=10800
311,프레시안,"순창 토마토고추장 활용 소스, 베트남 진출 성공","순창군은 건강식품 가공업체인 농업회사법인 황금나무(주)가 지난 25일 베트남 호치민에서 '굿웰 떡볶이 소스' 1년분 70톤, 향후 5년간 500톤을 수출하는 계약을 성사시켰다고 29일 밝혔다. 토마토고추장 떡볶이...",http://www.pressian.com/news/article.html?no=166889&ref=nav_search
312,약업신문,"서울시약, 내달 6일 노인약료 전문가과정 2기 개강","심화과정은 노인환자의 복합질환 사례를 중심으로 복약상담법, Lab 데이터 해석, 영양, 일반약, 한방제제, 건강기능식품 등 임상약학 뿐만 아니라 노인상담 사례 연구와 토론이 이뤄진다. 수강자에게는 총 48주...",http://www.yakup.com/news/index.html?mode=view&cat=13&nid=209210
313,하이닥,"고칼로리 식습관, 여성의 암 발병 위험 높여","Thomson 박사는 “질 높은 식이요법은 암 위험 감소와 관련이 있다”며 “여성이 건강한 체중을 갖는 것은 중요하지만, 건강한 식품 선택의 중요성을 무시하지 않는 것 또한 중요하다”고 강조했다. 연구진은...",http://www.hidoc.co.kr/news/healthtoday/item/C0000274666
314,트래블바이크뉴스,"[추석연휴 여행] ""우리 가족 해외여행 간다!"" 야무진 짐싸기 요령",건강보조식품과 제약류는 필수 우리나라에서는 금지하던 게임이라도 여행지에서는 어느 정도 허락의 문을 열어두어야 할 때도 있다. 사진/ 창이공항 여행지에서 갑자기 아픈 것처럼 당황스러운 일이 없다. 해외여행의 경우...,http://www.travelnbike.com/news/articleView.html?idxno=44327
315,건강다이제스트,[힐링푸드] 덥다고 찬 음식 No! 여름철에 꼭 먹어야 할 이열치열 열 음식 10가지,"자생한방병원?최우성?원장은?""따라서?더운?여름이라도?뜨거운?기운을?품은?이열치열?식품을?먹어야?건강하게?여름을?보낼?수?있다. ""고?조언한다. 뜨거운?기운?품은?이열치열?식품,?부추에서?양파까지...",http://www.ikunkang.com/news/articleView.html?idxno=22010
316,국민일보,"부산시, 사드로 위축된 중국 수출시장에 韓·中 대학생 투입","매칭기업은 네오메드(관절보호대), 리얼코코(여성의류), 닥터스킨(화장품), 웰러(한방약엿), 한아툴스(프라이팬), 부산바이오사업협동조합(화장품·건강식품), 헬시코(한방비누) 등 6곳이다. 참여학생은 이수연...",http://news.kmib.co.kr/article/view.asp?arcid=0011715907&code=61122019&cp=nv
317,여성소비자신문,백수오 열수추출 가공한 건강기능식품은 안전해,또한 백수오를 열수추출물 형태로 가공한 건강기능식품과 일반식품은 모두 안전한 것으로 확인되었다. 다만 백수오 분말을 사용한 동물시험에서는 일부 체중감소 등이 관찰되었으므로 백수오를 개인적으로...,http://www.wsobi.com/news/articleView.html?idxno=51640
318,헬스조선,"우유, 물에 넣어 신선도 확인… 계란·감자는?","지방 함량이 적고 각종 영양소가 풍부해 건강식품으로도 인기이다. 이런 식품은 값이 싸고 보관이 쉬워 많은 양을 사놓기 일쑤인데, 자칫하면 신선도가 떨어지고 상해 먹지 못할 수 있다. 이들 식품이 상했는지 구별하는...",http://health.chosun.com/site/data/html_dir/2017/08/29/2017082901983.html
319,데일리시큐,"남성건강식품 맨즈기어 골드마스터, 제 37회 황금촬영상 시상식 후원!","알앤씨바이오의 남성건강식품 맨즈기어 골드마스터가 제 37회 황금촬영상 시상식 후원에 나섰다. 알앤씨바이오(대표 리차드 김)는 대한민국 대표 건강기업으로 맨즈기어 골드마스터, 우먼기어, 닥터코키아 시어버터...",http://www.dailysecu.com/?mod=news&act=articleView&idxno=23258
320,쿠키뉴스,우유에 관한 오해와 진실을 풀다.. ‘Yes or No’,우유자조금관리위원회는 “우유가 영양이 풍부한 식품이고 건강에 좋다는 건 흔히 알려진 사실이지만 무엇보다 중요한 것은 습관”이라고 강조하며 “우유를 하루 두 잔씩 꾸준히 섭취함으로써 균형 잡힌 건강한 몸을...,http://www.kukinews.com/news/article.html?no=480584
321,중앙일보,발품 마케팅으로 소비자 사로잡은 청년농부들,[사진 서산아로니아]건강식품으로 인기를 끌고 있는 아로니아 착즙을 선보인 서산아로니아 이희준(43) 대표는 “백화점 판촉 행사를 통해 인연을 맺은 고객들은 직접 농장을 방문하기도 한다”며 “소비자가 신뢰는...,http://news.joins.com/article/olink/21477709
322,더벨,"[더벨]LG전자, 공격적 M&A 행보 나설까",이듬해에는 일본 건강기능식품 및 이너뷰티 제품 통신판매 업체 에버라이프(Everlife) 지분 100%를 3039억 원에 획득했다. 지금까지 완료된 최대 규모의 M&A는 작년에 이뤄졌다. LG화학이 동부그룹과 재무적투자자...,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201708290100049710003013
323,Queen,대한민국 안전 건강식품으로 각광받는 '자연잉어' 잉어곰,최근 한 방송 매체에서 태아의 건강은 물론 임산부의 몸을 보하기 위해 건강식품을 찾는 이들에게는 반가운 먹거리를 소개해 화제를 모으고 있다. ? 국내대표 건강식품 전문브랜드 '자연잉어'에서는 태아와 임산부...,http://www.queen.co.kr/news/articleView.html?idxno=210189
